,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
533,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,1992,5.226216666666667,81,0.466,0.0266,0.833,0.0,0.0327,-4.215,0.304,88.785,4
534,This Is Halloween,Nightmare Before Christmas Special Edition,Various Artists,2006-01-01,3.276,73,0.569,0.768,0.508,0.0,0.145,-12.823,0.0502,167.624,4
535,Knee Deep (feat. Jimmy Buffett),You Get What You Give,Zac Brown Band,2010-09-20,3.386216666666667,74,0.715,0.432,0.584,1.41e-06,0.095,-8.231,0.0296,90.99,4
536,Need to Know,Planet Her,Doja Cat,2021-06-25,3.509333333333333,85,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
537,Black Skinhead,Yeezus,Kanye West,2013-06-18,3.13355,76,0.766,0.0011,0.809,0.0,0.168,-6.123,0.279,130.127,4
538,Karma,Last Day Of Summer,Summer Walker,2018-10-19,3.148433333333333,76,0.593,0.345,0.294,2.03e-05,0.287,-10.072,0.0499,113.847,4
539,CUFF IT,RENAISSANCE,Beyoncé,2022-07-29,3.756466666666667,93,0.78,0.0368,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,4
540,I Like To Move It,Madagascar: Escape 2 Africa (Music From The Motion Picture),Various Artists,2008-11-04,3.6911,69,0.842,0.428,0.791,0.0,0.0989,-5.277,0.0437,126.962,4
541,Kiss Tomorrow Goodbye,Tailgates & Tanlines,Luke Bryan,2011-01-01,3.38555,73,0.571,0.0064,0.937,0.0,0.316,-3.467,0.0365,115.013,4
542,Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,4.5399,89,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4
543,Shut Down,BORN PINK,BLACKPINK,2022-09-16,2.9314833333333334,89,0.82,0.00412,0.686,0.0,0.184,-5.102,0.038,110.058,3
544,Kids,Oracular Spectacular,MGMT,2007-12-14,5.0473333333333334,79,0.451,0.00076,0.931,0.0049,0.361,-3.871,0.0719,122.961,4
545,HONEST,DIE FOR MY BITCH,Baby Keem,2019-07-19,2.877866666666667,84,0.676,0.403,0.536,3.37e-05,0.105,-8.79,0.0432,79.037,4
546,Runaway,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,9.128883333333333,81,0.374,0.219,0.568,0.00219,0.513,-3.825,0.109,84.733,4
547,Kings & Queens,Heaven & Hell,Ava Max,2020-09-18,2.7066333333333334,82,0.637,0.00786,0.69,0.0,0.124,-4.057,0.0405,129.857,4
548,Whiskey Glasses,If I Know Me,Morgan Wallen,2018-04-27,3.9057666666666666,82,0.614,0.369,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4
549,PROVENZA,PROVENZA,KAROL G,2022-04-22,3.5033333333333334,94,0.87,0.656,0.516,0.00823,0.11,-8.006,0.0541,111.005,4
550,Late Night Talking,Harry's House,Harry Styles,2022-05-20,2.9659,93,0.714,0.298,0.728,0.0,0.106,-4.595,0.0468,114.996,4
551,Poland,Poland,Lil Yachty,2022-10-11,1.3866666666666667,80,0.695,0.141,0.555,0.826,0.11,-8.5,0.0509,150.024,4
552,La Bachata,La Bachata,Manuel Turizo,2022-05-26,2.7106166666666667,98,0.835,0.583,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,4
553,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,3.214,92,0.733,0.121,0.67,0.0,0.121,-6.009,0.0751,100.964,4
554,Pepas,Pepas,Farruko,2021-06-24,4.785333333333333,87,0.762,0.00776,0.766,6.98e-05,0.128,-3.955,0.0343,130.001,4
555,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,2.5747666666666666,93,0.881,0.619,0.592,1.32e-05,0.0901,-4.898,0.0324,101.058,4
556,Bad Habit,Bad Habit,Steve Lacy,2022-06-29,3.8685666666666667,93,0.686,0.626,0.507,7.51e-05,0.383,-7.097,0.0357,168.955,4
557,Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.5510166666666665,96,0.801,0.141,0.475,1.73e-05,0.0639,-8.797,0.0516,98.047,4
558,La Corriente,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.3061166666666666,91,0.663,0.229,0.786,0.0,0.219,-3.51,0.195,196.12,4
559,Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.304966666666667,96,0.647,0.08,0.686,1.34e-06,0.528,-5.745,0.0413,79.928,4
560,La Curiosidad,Dañado,Ivan Cornejo,2022-06-02,3.6,79,0.626,0.729,0.454,0.000442,0.159,-8.767,0.0392,123.351,4
561,LA CANCIÓN,OASIS,J Balvin,2019-06-28,4.042883333333333,89,0.754,0.152,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4
562,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022-09-22,3.5095833333333335,91,0.637,0.148,0.715,0.0,0.0892,-4.971,0.0455,141.872,4
563,Summertime Sadness,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,4.423783333333334,73,0.565,0.0542,0.654,1.8e-06,0.122,-6.826,0.0335,111.968,4
564,Lost,channel ORANGE,Frank Ocean,2012-07-10,3.90155,86,0.913,0.0272,0.603,0.000503,0.167,-4.892,0.226,123.061,4
565,Flashing Lights,Graduation,Kanye West,2007-09-11,3.9584333333333332,86,0.639,0.0381,0.628,0.0,0.386,-7.578,0.0399,90.482,4
566,Lonely,Trouble,Akon,2006-01-01,3.9177666666666666,72,0.633,0.307,0.529,0.0,0.342,-7.85,0.0339,90.08,4
567,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,3.99725,86,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
568,Después de la Playa,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.84,89,0.564,0.356,0.903,0.0,0.175,-3.221,0.307,78.293,4
569,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Various Artists,2013-01-01,3.7306666666666666,76,0.543,0.558,0.485,0.0,0.12,-6.85,0.0305,136.961,4
570,Love Sosa,Finally Rich,Chief Keef,2012-01-01,4.10355,82,0.772,0.0361,0.413,0.0,0.111,-8.193,0.089,131.965,4
571,Brahms Lullaby,Brahms Lullaby,Beth McLaughlin,2017-01-01,2.533333333333333,67,0.662,0.974,0.181,0.955,0.091,-28.587,0.212,78.568,3
572,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,3.5566666666666666,83,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,4
573,I Love You So,I Love You So,The Walters,2014-11-28,2.67065,89,0.575,0.583,0.648,0.0,0.115,-4.891,0.0358,75.977,4
574,Real Spill,It's Only Me,Lil Baby,2022-10-14,3.3120333333333334,70,0.776,0.0496,0.557,0.0,0.112,-7.441,0.545,156.978,4
575,Lovers Rock,French Exit,TV Girl,2014-06-05,3.5653333333333332,83,0.559,7.53e-06,0.871,0.00545,0.096,-5.338,0.0397,104.97,4
576,Redbone,Covers Collection,LAV8,2021-03-12,2.15,55,0.787,0.394,0.383,0.89,0.109,-11.767,0.074,77.5,4
577,Bad Habit,Gemini Rights,Steve Lacy,2022-07-15,3.867766666666667,90,0.686,0.613,0.494,5.8e-05,0.402,-7.093,0.0355,168.946,4
578,Rich Soul,Rich Soul,Siesta,2022-10-03,1.1308666666666667,61,0.802,0.43,0.41,0.896,0.123,-9.216,0.148,85.041,4
579,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,3.3364166666666666,89,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4
580,Blinding Lights,After Hours,The Weeknd,2020-03-20,3.334,92,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
581,On My Way,On My Way,Noji,2022-07-12,2.28235,55,0.399,0.973,0.0383,0.906,0.091,-22.246,0.0484,84.874,4
582,LOKERA,LOKERA,Rauw Alejandro,2022-07-25,3.2549,92,0.834,0.21,0.828,5.91e-06,0.103,-2.657,0.0452,102.019,4
583,Unexplored,Unexplored,Casiio,2022-10-10,2.1714166666666666,57,0.574,0.886,0.171,0.885,0.164,-20.069,0.0458,140.004,4
584,Lover,Lover,Taylor Swift,2019-08-23,3.6884333333333332,86,0.359,0.492,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,4
585,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,4.006666666666667,93,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
586,it's raining,one particular moment,another silent weekend,2022-10-13,2.34375,52,0.692,0.955,0.298,0.931,0.0759,-15.066,0.0331,140.02,4
587,Lean Wit Me,Goodbye & Good Riddance,Juice WRLD,2018-12-10,2.92925,81,0.665,0.0414,0.651,0.0,0.0896,-5.515,0.156,163.935,4
588,Blank Canvas,A Day in the Life,BluntOne,2022-01-17,3.0757166666666667,58,0.637,0.521,0.156,0.786,0.13,-19.37,0.0309,94.825,4
589,Little Freak,Harry's House,Harry Styles,2022-05-20,3.3697166666666667,85,0.559,0.719,0.535,0.000143,0.0954,-7.723,0.039,141.96,4
590,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,3.2159333333333335,85,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
591,Brahms Lullaby,Brahms Lullaby,Lucy Bennett,2021-09-30,1.6646166666666666,73,0.521,0.996,0.0473,0.964,0.101,-21.921,0.0601,137.368,3
592,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,3.8913,87,0.726,0.049,0.698,0.0,0.309,-4.165,0.0431,143.994,4
593,The Kind of Love We Make,The Kind of Love We Make,Luke Combs,2022-06-17,3.7404333333333333,82,0.608,0.0226,0.745,6.47e-06,0.0942,-4.13,0.0277,102.025,4
594,Poppy,Poppy,Dpsht,2022-09-23,1.7466166666666667,59,0.798,0.894,0.172,0.918,0.109,-14.949,0.0998,147.838,4
595,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,3.455016666666667,88,0.639,0.0889,0.703,1.78e-06,0.0865,-6.33,0.0794,169.888,4
596,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,3.1648833333333335,90,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
597,Top Of The World,"Lyle, Lyle, Crocodile (Original Motion Picture Soundtrack)",Various Artists,2022-10-07,2.8503833333333333,57,0.431,0.000517,0.834,4.73e-06,0.112,-6.493,0.0385,133.188,4
598,Love Is Only a Feeling,Love Is Only a Feeling,Joey Bada$$,2017-07-06,2.5340166666666666,80,0.629,0.53,0.676,0.000325,0.701,-7.088,0.191,90.377,4
599,sunflower,aurora,owlh,2020-07-17,2.7979,53,0.675,0.457,0.609,0.663,0.0922,-8.461,0.0377,163.031,4
600,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.9761166666666665,98,0.911,0.0901,0.712,2.68e-05,0.0933,-5.105,0.0817,92.005,4
601,Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.061933333333333,98,0.65,0.0993,0.715,0.000291,0.126,-5.198,0.253,106.672,4
602,Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.098983333333333,95,0.804,0.294,0.674,1.18e-06,0.115,-5.453,0.0333,99.968,4
603,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,2019-09-13,4.080066666666666,89,0.466,0.000235,0.9,0.00104,0.103,-4.469,0.0447,130.02,4
604,Many Men (Wish Death),Get Rich Or Die Tryin',50 Cent,2003-02-06,4.270433333333333,73,0.653,0.0153,0.826,0.00146,0.131,-2.93,0.354,108.52,5
605,Mr. Brightside,Hot Fuss,The Killers,2004,3.7162166666666665,87,0.352,0.00121,0.911,0.0,0.0995,-5.23,0.0747,148.033,4
606,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,4.879983333333334,89,0.69,0.324,0.521,0.0,0.0534,-8.492,0.339,100.028,4
607,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,3.1256833333333334,81,0.935,0.0194,0.454,0.0,0.0824,-7.509,0.375,133.073,4
608,Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,2012,6.448433333333333,81,0.716,0.0703,0.531,0.0,0.224,-7.355,0.122,71.994,4
609,Betty (Get Money),Betty (Get Money),Yung Gravy,2022-06-10,2.4411666666666667,88,0.723,0.00524,0.772,1.15e-05,0.367,-6.784,0.0792,102.004,4
610,Munch (Feelin’ U),Munch (Feelin’ U),Ice Spice,2022-08-10,1.7469833333333333,79,0.811,0.291,0.528,0.0,0.0787,-7.278,0.275,166.084,4
611,Matilda,Harry's House,Harry Styles,2022-05-20,4.0994,87,0.507,0.896,0.294,1.97e-05,0.0966,-10.0,0.04,114.199,4
612,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,3.0484333333333336,90,0.801,0.0777,0.601,3.23e-05,0.145,-7.574,0.255,159.969,4
613,Miss You,Miss You,Oliver Tree,2022-08-05,3.433333333333333,83,0.587,0.0128,0.742,0.00107,0.146,-6.64,0.0529,145.007,4
614,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,2021-01-08,3.60955,79,0.62,0.615,0.869,0.0,0.131,-5.479,0.0462,126.019,4
615,Evergreen (You Didn’t Deserve Me At All),Ivory,Omar Apollo,2022-04-08,3.6113333333333335,88,0.697,0.598,0.336,0.00528,0.107,-10.395,0.0424,82.029,3
616,Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),Metallica,1986-03-03,8.589766666666666,78,0.539,0.00067,0.828,0.421,0.154,-9.108,0.035,105.25,4
617,Music For a Sushi Restaurant,Harry's House,Harry Styles,2022-05-20,3.2302166666666667,85,0.72,0.258,0.715,0.0568,0.107,-4.652,0.04,107.041,4
618,I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,2.9206333333333334,99,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,4
619,Mo Bamba,MUDBOY,Sheck Wes,2018-10-05,3.0651,79,0.729,0.194,0.625,0.00986,0.248,-5.266,0.0315,146.034,4
620,MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-23,3.5598833333333335,82,0.837,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4
621,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,2020-02-10,2.74285,85,0.485,0.325,0.409,0.0,0.103,-10.711,0.101,138.419,4
622,Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.5510166666666665,96,0.801,0.141,0.475,1.73e-05,0.0639,-8.797,0.0516,98.047,4
623,Martin & Gina,THE GOAT,Polo G,2020-05-15,2.2138666666666666,83,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
624,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,2022-05-13,2.47475,97,0.704,0.0826,0.797,0.000745,0.0546,-5.927,0.0475,139.994,4
625,After Dark,Time,Mr.Kitty,2014-10-06,4.3191,86,0.585,0.0696,0.595,0.266,0.0837,-10.444,0.0328,140.037,4
626,She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,3.4351,83,0.607,0.124,0.912,0.0,0.332,-3.449,0.0611,134.944,4
627,The Spins,K.I.D.S.,Mac Miller,2010-08-13,3.26455,83,0.794,0.0135,0.766,0.0,0.0785,-3.894,0.0377,127.007,4
628,Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,2022-07-29,3.9690833333333333,79,0.877,0.122,0.826,1.05e-05,0.104,-3.75,0.206,75.003,4
629,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,3.3156166666666667,99,0.621,0.0125,0.782,0.033,0.23,-5.548,0.044,128.033,4
630,F.N.F. (Let's Go),F.N.F. (Let's Go),Hitkidd,2022-05-03,2.2929833333333334,74,0.864,0.0374,0.476,0.0,0.374,-10.068,0.436,157.144,4
631,Murder In My Mind,Murder In My Mind,Kordhell,2022-01-21,2.4166666666666665,89,0.712,0.00547,0.972,7.06e-05,0.128,-0.514,0.112,119.966,4
632,Hotel,Hotel,Montell Fish,2022-09-16,3.288883333333333,86,0.228,0.752,0.427,0.0167,0.592,-8.739,0.0363,180.345,4
633,Ms. Jackson,Stankonia,Outkast,2000-10-31,4.5084333333333335,83,0.843,0.143,0.806,0.0,0.0771,-5.946,0.269,94.948,4
634,Thriller,Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,5.954433333333333,74,0.773,0.0855,0.859,0.000187,0.914,-4.913,0.0747,118.459,4
635,Misery Business,Riot!,Paramore,2007-06-11,3.525333333333333,77,0.517,0.00272,0.906,9.26e-06,0.113,-3.677,0.0735,172.977,4
636,mirrorball,folklore,Taylor Swift,2020-07-24,3.48295,77,0.553,0.687,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,4
637,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhé,2020-01-10,3.074116666666667,90,0.41,0.0228,0.611,0.0,0.116,-8.271,0.0467,185.727,3
638,Hold Me Closer,Hold Me Closer,Elton John,2022-08-26,3.37075,90,0.667,0.0746,0.75,0.000198,0.197,-4.602,0.0906,126.041,4
639,Quiet Times,Quiet Times,Dan Maus,2022-01-06,2.89655,68,0.0687,0.957,0.00959,0.754,0.102,-31.321,0.0424,64.987,4
640,My Kind of Woman,2,Mac DeMarco,2012-10-16,3.18075,82,0.501,0.00294,0.765,0.49,0.184,-7.063,0.0281,91.771,4
641,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,3.676433333333333,84,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
642,You Proof,You Proof,Morgan Wallen,2022-05-13,2.624616666666667,86,0.731,0.252,0.85,0.0,0.605,-4.913,0.0336,119.706,4
643,Monëy so big,Up 2 Më,Yeat,2021-09-10,2.6675333333333335,81,0.693,0.121,0.575,0.0,0.104,-7.633,0.0906,138.016,4
644,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,3.214,92,0.733,0.121,0.67,0.0,0.121,-6.009,0.0751,100.964,4
645,My Girl,The Temptations Sing Smokey,The Temptations,1965-03-22,2.75,80,0.572,0.635,0.418,0.0,0.0961,-10.738,0.0349,104.566,4
646,My Shit,Artist,A Boogie Wit da Hoodie,2016-09-16,2.1359333333333335,78,0.812,0.244,0.621,0.0,0.099,-8.3,0.0515,77.998,4
647,Minecraft,Minecraft - Volume Alpha,C418,2011-03-04,4.233333333333333,67,0.206,0.98,0.0154,0.636,0.0662,-22.923,0.0426,83.68,3
648,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,3.6466833333333333,79,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
649,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,3.806216666666667,90,0.461,0.17,0.593,0.0,0.307,-4.954,0.0356,134.17,3
650,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,4.879983333333334,89,0.69,0.324,0.521,0.0,0.0534,-8.492,0.339,100.028,4
651,Late Night Talking,Harry's House,Harry Styles,2022-05-20,2.9659,93,0.714,0.298,0.728,0.0,0.106,-4.595,0.0468,114.996,4
652,NOSTYLIST,NO STYLIST,Destroy Lonely,2022-08-12,3.0,79,0.567,0.0396,0.773,0.0,0.111,-5.166,0.0775,160.08,4
653,Neverita,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.8853166666666668,94,0.876,0.0706,0.498,0.0,0.143,-7.511,0.0478,122.016,4
654,No Se Va - En Vivo,No Se Va (En Vivo),Grupo Frontera,2022-04-28,3.23365,84,0.594,0.121,0.527,0.0,0.234,-9.335,0.0335,172.712,4
655,Novacane,Novacane,Frank Ocean,2011-01-01,5.0391,82,0.762,0.0584,0.508,0.00126,0.16,-9.112,0.0919,93.51,4
656,Numb,Numb,Marshmello,2022-06-10,2.5931333333333333,88,0.912,0.121,0.774,0.0127,0.101,-4.673,0.0455,119.966,4
657,Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,2022-06-10,3.459,84,0.582,0.577,0.568,0.0,0.105,-7.3,0.0275,121.991,3
658,No Hands (feat. Roscoe Dash & Wale),Flockaveli,Waka Flocka Flame,2010-10-01,4.396216666666667,77,0.76,0.00544,0.595,0.0,0.241,-6.366,0.0391,131.497,4
659,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,3.65555,85,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4
660,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,3.2159333333333335,85,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
661,NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,3.255333333333333,84,0.621,0.0967,0.73,0.000131,0.673,-5.414,0.107,139.566,4
662,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,3.6394,91,0.529,0.000307,0.673,2.41e-06,0.093,-4.711,0.175,165.921,4
663,NO SNITCHING (with Dusty Locane),DOUBLE M'S,Lil Mabu,2022-06-30,2.6666666666666665,82,0.731,0.0627,0.653,0.0,0.348,-8.767,0.348,155.943,4
664,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,3.265833333333333,84,0.79,0.377,0.67,2.32e-06,0.119,-5.527,0.105,139.956,4
665,I Was Never There,"My Dear Melancholy,",The Weeknd,2018-03-30,4.017766666666667,91,0.323,0.142,0.737,0.000162,0.163,-4.008,0.0338,113.26,4
666,Narco,Narco,Blasterjaxx,2017-11-13,3.4772333333333334,71,0.764,0.00784,0.943,0.104,0.0699,-4.047,0.0711,129.961,4
667,Not Allowed,Who Really Cares,TV Girl,2016-02-25,2.7977333333333334,82,0.67,0.669,0.905,0.000227,0.349,-6.855,0.129,104.965,4
668,Super Freaky Girl,Super Freaky Girl,Nicki Minaj,2022-08-12,2.8496166666666665,93,0.95,0.0645,0.891,1.77e-05,0.309,-2.653,0.241,133.01,4
669,Notion,Notion,The Rare Occasions,2021-12-02,3.252,84,0.309,0.0673,0.883,0.00111,0.0849,-3.825,0.0808,159.488,4
670,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,4.006666666666667,93,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
671,Notti Bop,Notti Bop,Kyle Richh,2022-10-09,3.7645833333333334,61,0.782,0.44,0.624,0.0,0.119,-10.807,0.415,142.107,4
672,Need to Know,Planet Her,Doja Cat,2021-06-25,3.509333333333333,85,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
673,Never Sleep (with Lil Baby feat. Travis Scott),Never Sleep,NAV,2022-07-29,3.096416666666667,80,0.819,0.00639,0.651,0.0,0.122,-5.829,0.169,139.957,4
674,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,3.806216666666667,90,0.461,0.17,0.593,0.0,0.307,-4.954,0.0356,134.17,3
675,No Church In The Wild,Watch The Throne (Deluxe),JAY-Z,2011-08-08,4.541766666666667,80,0.654,0.246,0.75,0.0178,0.167,-7.509,0.105,92.78,4
676,Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,1987-11-12,3.55955,81,0.721,0.115,0.939,3.79e-05,0.108,-11.823,0.0376,113.309,4
677,Nights,Blonde,Frank Ocean,2016-08-20,5.119183333333333,81,0.457,0.427,0.551,1.15e-06,0.113,-9.36,0.167,89.87,4
678,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,2.5747666666666666,93,0.881,0.619,0.592,1.32e-05,0.0901,-4.898,0.0324,101.058,4
679,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,2022-08-31,3.5858166666666667,83,0.695,0.0425,0.923,0.0469,0.116,-3.93,0.0522,108.014,3
680,Sunroof,Sunroof,Nicky Youre,2021-12-03,2.7170833333333335,93,0.768,0.352,0.714,0.0,0.15,-5.11,0.0401,131.443,4
681,Next Thing You Know,Next Thing You Know,Jordan Davis,2022-08-12,2.9206166666666666,75,0.557,0.646,0.597,0.0,0.0974,-8.296,0.048,78.526,4
682,No Wind Resistance!,DMZ,Kinneret,2019-06-28,3.315366666666667,76,0.695,0.234,0.496,0.00625,0.116,-12.199,0.0659,139.849,4
683,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,3.776666666666667,88,0.672,0.859,0.52,0.0,0.115,-7.747,0.0353,120.001,4
684,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,3.1648833333333335,90,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
685,Northern Attitude,Northern Attitude,Noah Kahan,2022-09-16,4.454266666666666,74,0.515,0.116,0.641,3.17e-05,0.104,-8.205,0.0475,121.826,4
686,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,3.1933333333333334,82,0.671,0.11,0.314,0.0,0.0825,-8.091,0.244,110.898,4
687,The Night We Met,Strange Trails,Lord Huron,2015-04-07,3.4701833333333334,79,0.545,0.969,0.366,0.267,0.641,-9.51,0.0378,86.997,3
688,Neon Moon,#1s ... and then some,Brooks & Dunn,2009-09-08,4.396,73,0.698,0.554,0.632,0.0,0.118,-6.508,0.0247,102.408,4
689,Never Hating (feat. Young Thug),It's Only Me,Lil Baby,2022-10-14,2.6796,69,0.879,0.0016,0.504,0.0,0.147,-8.284,0.271,102.929,4
690,Numb Little Bug,Numb Little Bug,Em Beihold,2022-01-28,2.8206166666666665,79,0.742,0.327,0.527,0.0,0.25,-6.892,0.0769,84.974,4
691,Not Finished,It's Only Me,Lil Baby,2022-10-14,2.7242166666666665,69,0.785,0.0123,0.524,0.0,0.365,-7.004,0.122,142.007,4
692,No Flockin',No Flockin',Kodak Black,2015-11-13,2.7548333333333335,76,0.943,0.0673,0.595,0.0,0.0839,-8.372,0.191,117.532,4
693,nuts (feat. rainy bear),nuts (feat. rainy bear),Lil Peep,2021-12-17,1.4226666666666667,80,0.576,0.00831,0.741,0.0,0.111,-7.404,0.0356,124.091,4
694,Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,2.7274666666666665,73,0.74,0.0268,0.697,0.0,0.224,-4.912,0.034,138.992,4
695,505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,4.2264333333333335,84,0.52,0.00237,0.852,5.79e-05,0.0733,-5.866,0.0543,140.267,4
